country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,partyfacts_id,linked
DNK,manifesto,13410,RV,Det Radikale Venstre,Danish Social-Liberal Party,1945,2011,15,1968,,,2013-01-01T18:18:27.242Z,2021-03-12T10:13:37.479667Z,2019,1507,2013-01-01T18:34:08.788Z
DNK,manifesto,13421,DU,De Uafhængige,Independents’ Party,1953,1968,3.3,1960,,,2013-01-01T18:16:51.320Z,2021-03-12T10:13:37.482819Z,1566,932,2013-01-01T18:34:08.385Z
DNK,manifesto,13229,EL,Enhedslisten - De Rød-Grønne,Red-Green Unity List,1994,2011,6.7,2011,,"composed of: Valforbund Enhedslisten: De Grønne, Solidarisk Alternativ, Invendrerlisten, Christianialisten, Arbeidsløshedsparteit, Kærlighedspartiet, Miljøparti",2013-01-01T18:17:31.282Z,2021-03-12T10:13:37.486104Z,1750,1527,2013-01-01T18:34:09.247Z
DNK,manifesto,13221,FK,Fælles Kurs,Common Course,1987,1987,2.2,1987,,,2013-01-01T18:17:46.594Z,2021-03-12T10:13:37.489041Z,1823,1676,2013-01-01T18:34:10.012Z
DNK,manifesto,13951,FP,Fremkridtspartiet,Progress Party,1973,1998,15.9,1973,,,2013-01-01T18:17:06.458Z,2021-03-12T10:13:37.494108Z,1635,1601,2013-01-01T18:34:09.649Z
DNK,manifesto,13620,KF,Konservative Folkeparti,Conservative People’s Party,1945,2011,23.4,1984,,,2013-01-01T18:16:20.016Z,2021-03-12T10:13:37.496983Z,1422,536,2013-01-01T18:34:10.420Z
DNK,manifesto,13520,KrF,Kristeligt Folkeparti,Christian People’s Party,1971,2005,5.3,1975,,,2013-01-01T18:16:22.834Z,2021-03-12T10:13:37.500085Z,1435,53,2013-01-01T18:34:10.835Z
DNK,manifesto,13001,NY,Liberal Alliance,Liberal Alliance,2007,2011,5,2011,,,2014-02-08T21:29:19.312605Z,2021-03-12T10:13:37.505059Z,3752,212,2014-02-09T13:27:38.044990Z
DNK,manifesto,13422,LC,Liberalt Centrum,Liberal Centre,1966,1968,2.5,1966,,,2013-01-01T18:17:19.715Z,2021-03-12T10:13:37.507203Z,1696,1118,2013-01-01T18:34:11.240Z
DNK,manifesto,13952,RF,Retsforbund,Justice Party,1945,1984,8.2,1950,,,2013-01-01T18:18:11.708Z,2021-03-12T10:13:37.511030Z,1944,1134,2013-01-01T18:34:11.627Z
DNK,manifesto,13320,SD,Socialdemokratiet,Social Democratic Party,1945,2011,42.1,1960,,,2013-01-01T18:17:49.970Z,2021-03-12T10:13:37.514745Z,1839,379,2013-01-01T18:34:12.008Z
DNK,manifesto,13230,SF,Socialistisk Folkeparti,Socialist People’s Party,1960,2011,14.6,1987,,,2013-01-01T18:17:04.305Z,2021-03-12T10:13:37.519002Z,1625,329,2013-01-01T18:34:12.388Z
DNK,manifesto,13420,V,Venstre,Liberals,1945,2011,31.2,2001,,,2013-01-01T18:16:33.454Z,2021-03-12T10:13:37.525947Z,1482,1204,2013-01-01T18:34:12.813Z
DNK,manifesto,13210,VS,Venstresocialisterne,Left Socialist Party,1968,1984,3.7,1979,,,2013-01-01T18:17:54.108Z,2021-03-12T10:13:37.535171Z,1859,1136,2013-01-01T18:34:13.215Z
EST,manifesto,83411,K,Eesti Keskerakond,Estonian Center Party,1995,2015,26.1,2007,,,2013-01-01T18:18:27.443Z,2021-03-12T10:13:37.539872Z,2020,533,2013-01-01T18:34:20.977Z
EST,manifesto,83720,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People's Party of Estonia,2015,2015,8.1,2015,,,2017-03-13T21:05:08.134603Z,2021-03-12T10:13:37.544180Z,18726,4094,2017-03-13T21:07:21.050088Z
EST,manifesto,83713,KE,Eesti Koonderakond,Coalition Party,1995,1999,7.6,1999,,,2013-01-01T18:18:34.991Z,2021-03-12T10:13:37.546314Z,2056,1556,2013-01-01T18:34:21.830Z
EST,manifesto,83810,EME,Eesti Maarahva Erakond,Estonian Rural People’s Party,1999,1999,7.3,1999,,,2013-01-01T18:17:38.643Z,2021-03-12T10:13:37.549073Z,1785,174,2013-01-01T18:34:22.184Z
EST,manifesto,83612,ERL,Eestimaa Rahvaliit,Estonian People’s Union,2003,2011,13,2003,,,2013-01-01T18:16:19.212Z,2021-03-12T10:13:37.553008Z,1419,110,2013-01-01T18:34:24.208Z
EST,manifesto,83952,EÜRP,Eestimaa Ühendatud Rahvapartei,Estonian United People’s Party,1999,1999,6.1,1999,,,2013-01-01T18:16:13.582Z,2021-03-12T10:13:37.556872Z,1393,18,2013-01-01T18:34:23.795Z
EST,manifesto,83711,ERSP,Eesti Rahvusliku Sõltumatuse Partei,Estonian National Independence Party,1992,1992,8.8,1992,,,2013-01-01T18:17:20.957Z,2021-03-12T10:13:37.560163Z,1702,1299,2013-01-01T18:34:22.609Z
EST,manifesto,83430,ER,Eesti Reformierakond,Estonian Reform Party,1995,2015,28.6,2011,,,2013-01-01T18:17:22.084Z,2021-03-12T10:13:37.562834Z,1707,821,2013-01-01T18:34:23.027Z
EST,manifesto,83320,ESDP,Eesti Sotsiaaldemokraatlik Partei,Estonian Social Democratic Party,1992,1992,0,1992,,,2013-01-01T18:16:16.191Z,2021-03-12T10:13:37.564946Z,1405,869,2016-10-11T07:48:59.845833Z
EST,manifesto,83440,EVA,Eesti Vabaerakond,Free Party,2015,2015,8.7,2015,,,2017-03-13T21:05:00.137744Z,2021-03-12T10:13:37.576315Z,18683,3271,2017-03-13T21:07:20.432755Z
EST,manifesto,83110,EER,Erakond Eestimaa Rohelise,Estonian Greens,2007,2011,7.1,2007,,,2014-02-08T21:29:21.741998Z,2021-03-12T10:13:37.578979Z,3780,1040,2014-02-09T15:38:45.327932Z
EST,manifesto,83710,RKI,Erakond Isamaaliit,Pro Patria Union,1992,2003,22,1992,,composed of: EKR Eesti Konservativne Rahvaerakond (Estonian Conservative Party) EKDE Eesti Kristlik-Demokraatlik Erakond (Estonian Christian Democratic Party) EKDL Eesti Kristlik-Demokraatlik Liit (Estonian Christian Democratic Union) ELP Eesti Liberaaldemokraatlik Partei (Estonian Liberal Democratic Party) ELL Eesti Liberaldemokraatlik Liit (Estonian Liberal Democratic Union),2013-01-01T18:16:14.469Z,2021-03-12T10:13:37.581186Z,1397,779,2013-01-01T18:34:24.647Z
EST,manifesto,83709,I/ERSP,Isamaa ja Eesti Rahvusliku Sõltumatuse Partei Liit,Electoral Union Pro Patria and Estonian National Independence Party,1995,1995,7.9,1995,,composed of: Isamaa (Fatherland) ERSP Eesti Rahvusliku Soltumatuse Partei (Estonian National Independence Party),2013-01-01T18:16:19.771Z,2021-03-12T10:13:37.584275Z,1421,779,2017-08-25T07:53:10.534361Z
EST,manifesto,83611,RP,Isamaa ja Res Publica Liit,Pro Patria and Res Publica Union,2003,2015,24.6,2003,,,2013-01-01T18:17:13.154Z,2021-03-12T10:13:37.597539Z,1666,685,2018-09-13T10:48:51.792111Z
EST,manifesto,83719,KMÜ,Koonderakond ja Maarahva Ühendus,Coalition Party and Rural Union,1995,1995,32.2,1995,,composed of: EKK Eesti Koonderakond (Coalition Party) and EM Eesti Maalit (Estonian Rural Union),2013-01-01T18:18:03.088Z,2021-03-12T10:13:37.599544Z,1903,1603,2013-01-01T18:34:26.097Z
EST,manifesto,83410,M,Sotsiaaldemokraatlik Erakond,Social Democratic Party,1992,2015,17.1,2011,,composed of: ESDP Eesti Sotsiaaldemokraatlik Partei (Social Democratic Party) EMK Eesti Maa-Keskerakond (Rural Centre Party),2013-01-01T18:17:48.963Z,2021-03-12T10:13:37.601347Z,1834,1150,2013-01-01T18:34:26.980Z
EST,manifesto,83610,VKRE,Vabariiklaste ja Konservatiivide Rahvaerakond ‘Parempoolsed',Republican and Conservative People’s Party ‘Right-wingers',1995,1995,5,1995,,composed of: EV Eesti Vabriiklaste (Estonian Republican Coalition Party) EKR Eesti Konservativne Rahvaerakond (Estonian Conservative People’s Party),2013-01-01T18:17:40.309Z,2021-03-12T10:13:37.609052Z,1793,83,2013-01-01T18:34:27.337Z
EST,manifesto,83712,,Valimisliit ‘Eesti Kodanik',Electoral Union ‘Estonian Citizen',1992,1992,6.9,1992,,composed of: EVP Eesti Vabariigi Partei (Estonian Republic Party) Noarootsi (Living Health Association),2013-01-01T18:17:25.037Z,2021-03-12T10:13:37.618677Z,1721,1319,2013-01-01T18:34:21.445Z
EST,manifesto,83220,,Valimisliit ‘Kindel Kodu',Electoral Union ‘Secure Home',1992,1992,13.6,1992,,composed of: K Eesti Koonderakond (Coalition Party) EM Eesti Maalit (Estonian Rural Union) EDO Eesti Demokraatlik Öiglusliit (Estonian Democratic Justice) EPL Eesti Pensionärde Liit-EPL (Estonian Pensioner’s Union),2013-01-01T18:17:08.513Z,2021-03-12T10:13:37.627711Z,1644,1556,2018-07-08T13:08:19.610362Z
EST,manifesto,83951,,Valimisliit ‘Meie Kodu on Eestimaa',Electoral Union ‘Our Home is Estonia',1995,1995,5.9,1995,,,2013-01-01T18:18:02.729Z,2021-03-12T10:13:37.632538Z,1901,106,2013-01-01T18:34:26.566Z
EST,manifesto,83421,,Valimisliit ‘Rahvarinne',Electoral Union ‘Popular Front',1992,1992,12.2,1992,,composed of: ERPT Eestima Rahvarinne Perestroika Toetuseks (Popular Front) ERKE Eesti Rahva-Keskerakond (Centre People’s Party) EN Eesti Naisliit (Womens’ Union),2013-01-01T18:16:15.109Z,2021-03-12T10:13:37.644048Z,1400,331,2013-01-01T18:34:20.115Z
EST,manifesto,83901,,Valimisliit ‘Sõltumatud Kuningriiklased',Electoral Union ‘Independent Royalists',1992,1992,7.1,1992,,,2013-01-01T18:18:28.316Z,2021-03-12T10:13:37.655739Z,2024,1361,2013-01-01T18:34:25.280Z
FIN,manifesto,14222,Deva,Demokraattinen Vaihtoehto,Democratic Alternative,1987,1987,4.2,1987,,,2013-01-01T18:17:29.274Z,2021-03-12T10:13:37.662220Z,1741,166,2013-01-01T18:34:28.121Z
FIN,manifesto,14620,KK,Kansallinen Kokoomus,National Coalition,1945,2011,23.1,1987,,,2013-01-01T18:18:01.678Z,2021-03-12T10:13:37.665824Z,1896,495,2015-07-28T10:02:48.887068Z
FIN,manifesto,14420,KE,Liberaalinen Kansanpuolue,Liberal People’s Party,1945,1991,7.9,1954,,,2013-01-01T18:18:24.323Z,2021-03-12T10:13:37.669199Z,2005,249,2013-01-01T18:34:28.568Z
FIN,manifesto,14430,NSP,Nuorsuomalainen Puolue,Young Finnish Party,1995,1995,2.8,1995,,,2013-01-01T18:16:37.715Z,2021-03-12T10:13:37.672861Z,1502,856,2013-01-01T18:34:29.699Z
FIN,manifesto,14820,SPP,Perussuomalaiset,True Finns,1966,2011,19.1,2011,,,2013-01-01T18:17:37.849Z,2021-03-12T10:13:37.675988Z,1781,1689,2013-01-01T18:34:31.275Z
FIN,manifesto,14901,RKP/SFP,Ruotsalainen Kansanpuolue/Svenska Folkpartiet,Swedish People’s Party,1945,2011,8.4,1945,,,2013-01-01T18:17:52.980Z,2021-03-12T10:13:37.679747Z,1854,1229,2013-01-01T18:34:30.112Z
FIN,manifesto,14221,SKDL,Suomen Kansan Demokraattinen Liitto,Finnish People’s Democratic Union,1945,1987,23.5,1945,,,2013-01-01T18:16:38.171Z,2021-03-12T10:13:37.685530Z,1504,1096,2013-01-01T18:34:30.538Z
FIN,manifesto,14810,Maal,Suomen Keskusta,Finnish Centre,1945,2011,24.8,1991,,,2013-01-01T18:18:21.840Z,2021-03-12T10:13:37.688237Z,1993,901,2013-01-01T18:34:29.317Z
FIN,manifesto,14520,SKL,Suomen Kristillisdemokraatit,Christian Democrats in Finland,1970,2011,5.3,2003,,,2013-01-01T18:16:49.757Z,2021-03-12T10:13:37.689668Z,1559,703,2013-01-01T18:34:30.905Z
FIN,manifesto,14320,SSDP,Suomen Sosialidemokraattinen Puolue,Finnish Social Democrats,1945,2011,28.3,1995,,,2013-01-01T18:16:56.352Z,2021-03-12T10:13:37.700425Z,1589,1303,2013-01-01T18:34:31.678Z
FIN,manifesto,14310,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto,Social Democratic League of Workers and Smallholders,1958,1966,4.4,1962,,,2013-01-01T18:16:49.330Z,2021-03-12T10:13:37.702436Z,1557,1164,2013-01-01T18:34:32.158Z
FIN,manifesto,14223,VAS,Vasemmistoliitto,Left Wing Alliance,1991,2011,11.2,1995,,,2013-01-01T18:17:27.932Z,2021-03-12T10:13:37.715227Z,1735,1044,2013-01-01T18:34:32.573Z
FIN,manifesto,14110,VL,Vihreä Liitto,Green Union,1983,2011,8.5,2007,,,2013-01-01T18:17:20.544Z,2021-03-12T10:13:37.723532Z,1700,479,2013-01-01T18:34:32.940Z
FRA,manifesto,31631,AC,Alliance Centriste,Centrist Alliance,2012,2012,0.6,2012,,,2015-11-17T11:43:49.550831Z,2021-03-12T10:13:37.735273Z,15527,1177,2015-11-17T11:49:30.464246Z
FRA,manifesto,31523,CDP,Centre Démocratie et Progrés,"Centre, Democracy and Progress",1973,1973,3.8,1973,,,2013-01-01T18:16:51.130Z,2021-03-12T10:13:37.759877Z,1565,288,2013-01-01T18:34:33.770Z
FRA,manifesto,31110,Les Verts,Europe Écologie Les Verts,Europe Ecology - The Greens,1993,2017,7.8,1993,,in 1997: Les Verts,2013-01-01T18:17:52.173Z,2021-03-12T10:13:37.769037Z,1850,1108,2013-01-01T18:34:39.508Z
FRA,manifesto,31021,FDG,Front de Gauche,Left Front,2012,2012,6.9,2012,,,2015-11-17T11:43:35.604939Z,2021-03-12T10:13:37.771443Z,15483,4363,2015-11-17T11:49:26.100362Z
FRA,manifesto,31720,FN,Front National,National Front,1986,2017,14.9,1997,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634,433,2013-01-01T18:34:34.765Z
FRA,manifesto,31111,GE,Generation Écologie,Ecology Generation,1997,1997,2.7,1997,,,2013-01-01T18:17:45.098Z,2021-03-12T10:13:37.984819Z,1816,1273,2013-01-01T18:34:35.559Z
FRA,manifesto,31522,CD,Groupe Progrès et Démocratie Moderne,Progress and Modern Democracy,1967,1968,14.1,1967,,,2013-01-01T18:18:21.236Z,2021-03-12T10:13:37.991253Z,1990,399,2013-01-01T18:34:33.343Z
FRA,manifesto,31240,,La France insoumise,Indomitable France,2017,2017,11,2017,,,2018-08-02T13:23:09.556321Z,2021-03-12T10:13:38.000530Z,25077,5858,2018-08-02T13:24:38.192952Z
FRA,manifesto,31425,,La République En Marche!,Republic Onwards!,2017,2017,28.2,2017,,,2018-08-02T13:22:56.106128Z,2021-03-12T10:13:38.005105Z,25028,5857,2018-08-02T13:22:56.138250Z
FRA,manifesto,31624,UDF,Mouvement Démocrate,Democratic Mouvement,1978,2017,22,1978,,,2013-01-01T18:18:17.255Z,2021-03-12T10:13:38.008466Z,1971,213,2013-01-01T18:34:38.767Z
FRA,manifesto,31529,MR,Mouvement Réformateur,Reformers’ Movement,1973,1973,13.3,1973,,,2013-01-01T18:18:29.334Z,2021-03-12T10:13:38.034084Z,2029,167,2013-01-01T18:34:35.975Z
FRA,manifesto,31521,MRP,Mouvement Républicain Populaire,Popular Republican Movement,1946,1962,26.3,1946,,,2013-01-01T18:17:09.733Z,2021-03-12T10:13:38.036742Z,1650,737,2013-01-01T18:34:36.363Z
FRA,manifesto,31630,NC,Nouveau Centre,New Centre,2012,2012,2.2,2012,,,2015-11-17T11:43:49.610512Z,2021-03-12T10:13:38.054457Z,15528,1255,2015-11-17T11:49:25.022584Z
FRA,manifesto,31220,PCF,Parti Communiste Français,French Communist Party,1946,2017,28.6,1946,,,2013-01-01T18:17:53.203Z,2021-03-12T10:13:38.063026Z,1855,1251,2013-01-01T18:34:36.765Z
FRA,manifesto,31421,RRRS,Parti Radical,Radical Party,1946,2012,15,1956,,,2013-01-01T18:17:09.353Z,2021-03-12T10:13:38.074583Z,1648,14,2013-01-01T18:34:37.134Z
FRA,manifesto,31230,PRG,Parti Radical de Gauche,Left Radical Party,2012,2017,1.7,2012,,,2015-11-17T11:43:53.255785Z,2021-03-12T10:13:38.078108Z,15541,1783,2015-11-17T11:49:27.292794Z
FRA,manifesto,31320,SIFO,Parti Socialiste,Socialist Party,1946,2017,36.6,1981,,,2013-01-01T18:18:17.903Z,2021-03-12T10:13:38.080355Z,1974,1478,2013-01-01T18:34:38.365Z
FRA,manifesto,31625,RPR,Rassemblement pour la République,Rally for the Republic,1993,1997,20.2,1993,,,2013-01-01T18:18:09.450Z,2021-03-12T10:13:38.082710Z,1933,509,2013-01-01T18:34:37.987Z
FRA,manifesto,31621,RPF,Rassemblement pour la République - Gaullists,Rally for the Republic - Gaullists,1946,1988,38,1968,,includes: UNR Union Pour la Nouvelle République; UDT Union Démocratique du Travail; RPR Rassemblement pour la République,2013-01-01T18:16:30.321Z,2021-03-12T10:13:38.098164Z,1467,1083,2013-01-01T18:34:35.158Z
FRA,manifesto,31623,UDCA,Union de Defense Commercants et Artisans - Poujadists,Union for the Defence of Traders and Artisans - Poujadists,1956,1956,11.6,1956,,,2013-01-01T18:16:43.325Z,2021-03-12T10:13:38.103073Z,1529,1580,2013-01-01T18:34:37.516Z
FRA,manifesto,31622,PRL,Union de la Nouvelle Majorite - Conservatives/Gaullists,Union for a New Majority - Conservatives/Gaullists,1946,1988,20,1958,,includes: Parti Républicain de la Liberté; Independants Républicains; Parti Paysan; CNIP Centre National des Indépendants et Paysans; Action Répubilcaine et Sociale; Centre Républicain; Centre National des Indépendants,2013-01-01T18:16:44.591Z,2021-03-12T10:13:38.117743Z,1535,1629,2013-01-01T18:34:34.194Z
FRA,manifesto,31430,UDI,Union des démocrates et indépendants,Union of Democrats and Independents,2017,2017,3,2017,,,2018-08-02T13:23:06.900048Z,2021-03-12T10:13:38.122828Z,25072,3229,2018-08-02T13:23:06.930088Z
FRA,manifesto,31626,UMP,Union pour un Mouvement Populaire,Union for a Popular Movement,2002,2017,39.5,2007,,composed of: RPR Rassemblement pour la République (Rally for the Republic) and DL Démocratie Libérale (Liberal Democracy); after the election part of UDF joined the Union,2013-01-01T18:18:21.426Z,2021-03-12T10:13:38.132201Z,1991,1595,2013-01-01T18:34:39.125Z
GEO,manifesto,84431,AM,Akhali Memarjveneebi,New Rights,2003,2004,7.3,2003,,,2014-02-08T21:29:19.324028Z,2021-03-12T10:13:38.141528Z,3753,2162,2014-05-16T20:33:13.908713Z
GEO,manifesto,84042,,Bidzina Ivanishvili - Kartuli Otsneba,Bidzina Ivanishvili - Georgian Dream,2012,2012,55,2012,,,2015-11-17T11:43:35.152524Z,2021-03-12T10:13:38.157287Z,15481,2988,2015-11-17T12:16:15.552308Z
GEO,manifesto,84422,,Blok ‘Ertoba’,‘Unity' Bloc,1992,1992,9,1992,,,2014-02-08T21:29:14.853403Z,2021-03-12T10:13:38.168927Z,3674,2173,2014-05-16T20:33:48.737570Z
GEO,manifesto,84430,BD,Bloki ‘Burjanadze - Demokratebi’,Burjanadze - Democrats Bloc,2003,2003,8.8,2003,,,2014-02-08T21:29:10.763460Z,2021-03-12T10:13:38.185817Z,3618,2146,2014-05-16T20:30:50.795926Z
GEO,manifesto,84425,BP,Bloki ‘Progresi’,Bloc ‘Progress’,1995,1995,1.4,1995,,,2014-02-08T21:29:15.147816Z,2021-03-12T10:13:38.191335Z,3678,2145,2014-05-16T20:30:46.684017Z
GEO,manifesto,84424,SSAK,Bloki ‘Sak'art'velos Aghordzineba’,Bloc ‘Georgia's Revival’,1995,2003,25.2,1999,,,2014-02-08T21:29:10.821304Z,2021-03-12T10:13:38.195348Z,3620,2168,2014-05-16T20:33:29.683818Z
GEO,manifesto,84423,DP,Demokratiuli Partia,Democratic Party,1992,1992,5.6,1992,,,2014-02-08T21:29:20.213712Z,2021-03-12T10:13:38.200187Z,3764,2149,2014-05-16T20:31:22.418330Z
GEO,manifesto,84952,,Demokratiuli Saqartvelo,Democratic Georgia,1990,1990,1.8,1990,,,2015-11-17T11:43:34.981587Z,2021-03-12T10:13:38.204286Z,15478,4553,2015-11-17T14:09:04.823064Z
GEO,manifesto,84711,EDP,Erovnul Demokratiuli Partia,National Democratic Party,1992,1995,9,1992,,,2014-02-08T21:29:10.667426Z,2021-03-12T10:13:38.207724Z,3617,2161,2014-05-16T20:33:11.122175Z
GEO,manifesto,84716,S-NM,Ertiani Natsionaluri Modzraoba,United National Movement,2003,2016,67.8,2004,,,2014-02-08T21:29:17.718613Z,2021-03-12T10:13:38.211139Z,3724,2172,2014-05-16T20:33:37.984322Z
GEO,manifesto,84041,,Gaertianebuli Opozitsia (Erovnuli Sabcho/Memarjveneeba),United Opposition (National Council/Rights),2008,2008,17.5,2008,,,2015-11-17T11:43:45.826116Z,2021-03-12T10:13:38.215282Z,15509,3935,2015-11-17T14:06:23.159401Z
GEO,manifesto,84712,ICS,Ilia Chavchavadzis Sazogadoeba,Ilia Chavchavadze Society,1992,1992,4.5,1992,,,2014-02-08T21:29:13.200161Z,2021-03-12T10:13:38.217481Z,3651,2158,2014-05-16T20:32:57.362644Z
GEO,manifesto,84411,,Kartia – 91,Charter 91,1992,1992,5.4,1992,,,2014-02-08T21:29:18.415502Z,2021-03-12T10:13:38.231338Z,3736,2147,2014-05-16T20:31:16.412136Z
GEO,manifesto,84450,,K'art'uli Ots'neba - Demokratiuli Sak'art'velo,Georgian Dream - Democratic Georgia,2016,2016,48.7,2016,,,2018-08-02T13:23:02.006236Z,2021-03-12T10:13:38.236315Z,25056,2988,2018-08-02T13:24:40.125218Z
GEO,manifesto,84710,KTK,Kartvel Traditsionalista Kavshiri,Union of Georgian Traditionalists,1992,1995,4.5,1992,,,2014-02-08T21:29:18.957550Z,2021-03-12T10:13:38.241752Z,3745,2169,2014-05-16T20:33:32.084449Z
GEO,manifesto,84951,KMSP,Khalkhta Megobrobis da Samartlianobis Partia,People’s Friendship and Justice,1992,1992,1.4,1992,,,2014-02-08T21:29:19.800049Z,2021-03-12T10:13:38.247440Z,3758,2163,2014-05-16T20:33:16.879370Z
GEO,manifesto,84530,KDM,K’ristianul-Demokratiuli Modzraoba,Christian-Democratic Movement,2008,2008,8.6,2008,,,2015-11-17T11:43:47.933944Z,2021-03-12T10:13:38.261400Z,15519,2349,2015-11-17T12:15:48.828865Z
GEO,manifesto,84428,MGS,Mretsvelopba Gadaarchens Sak'art'velos,Industry will save Georgia,1999,2016,7.1,1999,,,2014-02-08T21:29:15.390668Z,2021-03-12T10:13:38.264625Z,3684,2159,2014-05-16T20:33:00.919041Z
GEO,manifesto,84095,,Mrgvali Magida -Tavisufali Saqar Tvelo,Round Table - Free Georgia,1990,1990,54,1990,,,2015-11-17T11:43:43.873264Z,2021-03-12T10:13:38.267209Z,15505,4551,2015-11-17T14:05:25.686422Z
GEO,manifesto,84426,PKT,Politikuri Kavshiri ‘Tanadgoma’,Political Alliance ‘Support’,1995,1995,2.1,1995,,,2014-02-08T21:29:19.639475Z,2021-03-12T10:13:38.269102Z,3756,2164,2014-05-16T20:33:19.056467Z
GEO,manifesto,84432,AS,Saarchevno Bloki ‘Axali Sak'art'velostvis’,Election Bloc ‘For a New Georgia’,2003,2003,21.3,2003,,,2014-02-08T21:29:19.747091Z,2021-03-12T10:13:38.271728Z,3757,2150,2014-05-16T20:31:25.169525Z
GEO,manifesto,84421,,Saarchevno Bloki ‘Tertmeti Oktomberi’,Election Bloc ‘Oktober 11’,1992,1992,12.2,1992,,,2014-02-08T21:29:17.476665Z,2021-03-12T10:13:38.280723Z,3719,2151,2014-05-16T20:32:15.297286Z
GEO,manifesto,84221,Mshvidoba,Saarchevno Blok ‘Mshvidoba’,Election Bloc ‘Peace’,1992,1992,19.2,1992,,,2014-02-08T21:29:19.827823Z,2021-03-12T10:13:38.283687Z,3759,2152,2014-05-16T20:32:31.859610Z
GEO,manifesto,84715,SEDP,Sak'art'velos Erovnuli Damoukideblobis Partia,Georgian National Independent Party,1992,1992,2.6,1992,,,2014-02-08T21:29:10.253101Z,2021-03-12T10:13:38.286580Z,3606,2154,2014-05-16T20:32:43.466302Z
GEO,manifesto,84714,SETAK,Sak'art'velos Erovnuli Tankhmobis da Aghorzinebis Kavshiri,Union of National Agreement and Revival of Georgia,1992,1992,2.5,1992,,,2014-02-08T21:29:20.984756Z,2021-03-12T10:13:38.290607Z,3770,2171,2014-05-16T20:33:35.773247Z
GEO,manifesto,84521,SGK,Sak'art'velos Ghvtisshvilta Kavshiri,Union of God’s Children of Georgia,1992,1992,1.2,1992,,,2014-02-08T21:29:10.056711Z,2021-03-12T10:13:38.293982Z,3601,2170,2014-05-16T20:33:33.999720Z
GEO,manifesto,84220,SKP,Sak'art'velos Komunisturi Partia,Communist Party of Georgia,1990,1990,29.6,1990,,,2015-11-17T11:43:46.570328Z,2021-03-12T10:13:38.303212Z,15513,4540,2015-11-17T12:21:41.250912Z
GEO,manifesto,84429,SLP,Sak'art'velos Leiboristuli Partia,Georgian Labour Party,2003,2008,12,2003,,,2014-02-08T21:29:10.009660Z,2021-03-12T10:13:38.308394Z,3600,2153,2014-05-16T20:32:39.009211Z
GEO,manifesto,84323,SMK,Sak'art'velos Mokalaketa Kavshiri,Citizens’ Union of Georgia,1995,1999,41.8,1999,,,2014-02-08T21:29:10.264844Z,2021-03-12T10:13:38.310431Z,3607,2148,2014-05-16T20:31:19.919031Z
GEO,manifesto,84222,SMSP,Sak'art'velos Mshromelta Sotsialisturi Partia,Georgian Workers’ Socialist Party,1992,1992,2.1,1992,,,2014-02-08T21:29:09.637612Z,2021-03-12T10:13:38.312674Z,3591,2156,2014-05-16T20:32:50.197067Z
GEO,manifesto,84110,Greens,Sak'art'velos Mtsvaneta Partia,Green Party of Georgia,1992,1992,7.2,1992,,,2014-02-08T21:29:11.002410Z,2021-03-12T10:13:38.314514Z,3623,2157,2014-05-16T20:32:53.571416Z
GEO,manifesto,84730,,Sak'art'velos Patriotta Aliansi,Alliance of Patriots of Georgia,2016,2016,5,2016,,,2018-08-02T13:23:00.390380Z,2021-03-12T10:13:38.317484Z,25046,6114,2018-08-03T11:53:24.256805Z
GEO,manifesto,84427,SRKET,Sak'art'velos Reformatorta Kavshiri - Erovnuli Tankhmoba,Reformers' Union of Georgia - National Concord,1995,1995,2.9,1995,,,2014-02-08T21:29:16.219008Z,2021-03-12T10:13:38.323205Z,3699,2165,2014-05-16T20:33:22.733006Z
GEO,manifesto,84440,Respublikelebi,Sak’art’velos Respublikuri Partia,Republican Party of Georgia,2008,2008,3.7,2008,,,2015-11-17T11:43:40.918747Z,2021-03-12T10:13:38.327741Z,15502,4554,2015-11-17T14:11:08.148944Z
GEO,manifesto,84321,SSDP,Sak'art'velos Sotsial-Demokratiuli Partia,Social Democratic Party of Georgia,1992,1992,1.3,1992,,,2014-02-08T21:29:13.143343Z,2021-03-12T10:13:38.331759Z,3650,2166,2014-05-16T20:33:24.707606Z
GEO,manifesto,84223,SSP,Sak'art'velos Sotsialisturi Partia,Socialist Party of Georgia,1995,1999,3.8,1995,,,2014-02-08T21:29:12.354656Z,2021-03-12T10:13:38.335813Z,3633,2167,2014-05-16T20:33:26.746517Z
GEO,manifesto,84322,SSSK,Sak'art'velos Sotsialuri Samartlianobis Kavshiri,Georgian Social Justice Union,1992,1992,1.2,1992,,,2014-02-08T21:29:11.851199Z,2021-03-12T10:13:38.339901Z,3628,2155,2014-05-16T20:32:46.880199Z
GEO,manifesto,84720,,Sakhalkho Fronti,Popular Front,1990,1990,1.9,1990,,,2015-11-17T11:43:50.464479Z,2021-03-12T10:13:38.342121Z,15531,4552,2015-11-17T14:07:27.630449Z
