    file  region                                  year avg_gini
 493 de00h [1]DE1 - Baden-Wuerttemberg             2000   0.262 
 494 de00h [2]DE2 - Bavaria                        2000   0.276 
 495 de00h [3]DE3 - Berlin                         2000   0.299 
 496 de00h [4]DE4 - Brandenburg                    2000   0.258 
 497 de00h [5]DE5 - Bremen                         2000   0.337 
 498 de00h [6]DE6 - Hamburg                        2000   0.328 
 499 de00h [7]DE7 - Hesse                          2000   0.284 
 500 de00h [8]DE8 - Mecklenburg-Western Pomerania  2000   0.276 
 501 de00h [9]DE9 - Lower Saxony                   2000   0.271 
 502 de01h [10]DEA - North Rhine-Westphalia        2001   0.315 
 503 de01h [11]DEB - Rhineland-Palatinate          2001   0.287 
 504 de01h [12]DEC - Saarland                      2001   0.266 
 505 de01h [13]DED - Saxony                        2001   0.285 
 506 de01h [14]DEE - Saxony-Anhalt                 2001   0.300 
 507 de01h [15]DEF - Schleswig-Holstein            2001   0.334 
 508 de01h [16]DEG - Thuringia                     2001   0.285 
 509 de01h [1]DE1 - Baden-Wuerttemberg             2001   0.307 
 510 de01h [2]DE2 - Bavaria                        2001   0.318 
 511 de01h [3]DE3 - Berlin                         2001   0.348 
 512 de01h [4]DE4 - Brandenburg                    2001   0.291 
 513 de01h [5]DE5 - Bremen                         2001   0.347 
 514 de01h [6]DE6 - Hamburg                        2001   0.335 
 515 de01h [7]DE7 - Hesse                          2001   0.327 
 516 de01h [8]DE8 - Mecklenburg-Western Pomerania  2001   0.318 
 517 de01h [9]DE9 - Lower Saxony                   2001   0.316 
 518 de02h [10]DEA - North Rhine-Westphalia        2002   0.330 
 519 de02h [11]DEB - Rhineland-Palatinate          2002   0.293 
 520 de02h [12]DEC - Saarland                      2002   0.281 
 521 de02h [13]DED - Saxony                        2002   0.285 
 522 de02h [14]DEE - Saxony-Anhalt                 2002   0.288 
 523 de02h [15]DEF - Schleswig-Holstein            2002   0.318 
 524 de02h [16]DEG - Thuringia                     2002   0.283 
 525 de02h [1]DE1 - Baden-Wuerttemberg             2002   0.289 
 526 de02h [2]DE2 - Bavaria                        2002   0.318 
 527 de02h [3]DE3 - Berlin                         2002   0.344 
 528 de02h [4]DE4 - Brandenburg                    2002   0.282 
 529 de02h [5]DE5 - Bremen                         2002   0.346 
 530 de02h [6]DE6 - Hamburg                        2002   0.327 
 531 de02h [7]DE7 - Hesse                          2002   0.311 
 532 de02h [8]DE8 - Mecklenburg-Western Pomerania  2002   0.301 
 533 de02h [9]DE9 - Lower Saxony                   2002   0.302 
 534 de03h [10]DEA - North Rhine-Westphalia        2003   0.319 
 535 de03h [11]DEB - Rhineland-Palatinate          2003   0.286 
 536 de03h [12]DEC - Saarland                      2003   0.288 
 537 de03h [13]DED - Saxony                        2003   0.283 
 538 de03h [14]DEE - Saxony-Anhalt                 2003   0.286 
 539 de03h [15]DEF - Schleswig-Holstein            2003   0.327 
 540 de03h [16]DEG - Thuringia                     2003   0.277 
 541 de03h [1]DE1 - Baden-Wuerttemberg             2003   0.291 
 542 de03h [2]DE2 - Bavaria                        2003   0.314 
 543 de03h [3]DE3 - Berlin                         2003   0.331 
 544 de03h [4]DE4 - Brandenburg                    2003   0.286 
 545 de03h [5]DE5 - Bremen                         2003   0.339 
 546 de03h [6]DE6 - Hamburg                        2003   0.332 
 547 de03h [7]DE7 - Hesse                          2003   0.316 
 548 de03h [8]DE8 - Mecklenburg-Western Pomerania  2003   0.303 
 549 de03h [9]DE9 - Lower Saxony                   2003   0.309 
 550 de04h [10]DEA - North Rhine-Westphalia        2004   0.328 
 551 de04h [11]DEB - Rhineland-Palatinate          2004   0.289 
 552 de04h [12]DEC - Saarland                      2004   0.287 
 553 de04h [13]DED - Saxony                        2004   0.286 
 554 de04h [14]DEE - Saxony-Anhalt                 2004   0.291 
 555 de04h [15]DEF - Schleswig-Holstein            2004   0.319 
 556 de04h [16]DEG - Thuringia                     2004   0.304 
 557 de04h [1]DE1 - Baden-Wuerttemberg             2004   0.298 
 558 de04h [2]DE2 - Bavaria                        2004   0.307 
 559 de04h [3]DE3 - Berlin                         2004   0.346 
 560 de04h [4]DE4 - Brandenburg                    2004   0.314 
 561 de04h [5]DE5 - Bremen                         2004   0.299 
 562 de04h [6]DE6 - Hamburg                        2004   0.356 
 563 de04h [7]DE7 - Hesse                          2004   0.321 
 564 de04h [8]DE8 - Mecklenburg-Western Pomerania  2004   0.303 
 565 de04h [9]DE9 - Lower Saxony                   2004   0.307 
 566 de05h [10]DEA - North Rhine-Westphalia        2005   0.339 
 567 de05h [11]DEB - Rhineland-Palatinate          2005   0.293 
 568 de05h [12]DEC - Saarland                      2005   0.292 
 569 de05h [13]DED - Saxony                        2005   0.293 
 570 de05h [14]DEE - Saxony-Anhalt                 2005   0.298 
 571 de05h [15]DEF - Schleswig-Holstein            2005   0.326 
 572 de05h [16]DEG - Thuringia                     2005   0.310 
 573 de05h [1]DE1 - Baden-Wuerttemberg             2005   0.305 
 574 de05h [2]DE2 - Bavaria                        2005   0.309 
 575 de05h [3]DE3 - Berlin                         2005   0.340 
 576 de05h [4]DE4 - Brandenburg                    2005   0.321 
 577 de05h [5]DE5 - Bremen                         2005   0.363 
 578 de05h [6]DE6 - Hamburg                        2005   0.380 
 579 de05h [7]DE7 - Hesse                          2005   0.334 
 580 de05h [8]DE8 - Mecklenburg-Western Pomerania  2005   0.315 
 581 de05h [9]DE9 - Lower Saxony                   2005   0.329 
 582 de06h [10]DEA - North Rhine-Westphalia        2006   0.340 
 583 de06h [11]DEB - Rhineland-Palatinate          2006   0.296 
 584 de06h [12]DEC - Saarland                      2006   0.301 
 585 de06h [13]DED - Saxony                        2006   0.286 
 586 de06h [14]DEE - Saxony-Anhalt                 2006   0.308 
 587 de06h [15]DEF - Schleswig-Holstein            2006   0.348 
 588 de06h [16]DEG - Thuringia                     2006   0.315 
 589 de06h [1]DE1 - Baden-Wuerttemberg             2006   0.307 
 590 de06h [2]DE2 - Bavaria                        2006   0.314 
 591 de06h [3]DE3 - Berlin                         2006   0.331 
 592 de06h [4]DE4 - Brandenburg                    2006   0.318 
 593 de06h [5]DE5 - Bremen                         2006   0.327 
 594 de06h [6]DE6 - Hamburg                        2006   0.386 
 595 de06h [7]DE7 - Hesse                          2006   0.340 
 596 de06h [8]DE8 - Mecklenburg-Western Pomerania  2006   0.319 
 597 de06h [9]DE9 - Lower Saxony                   2006   0.322 
 598 de07h [10]DEA - North Rhine-Westphalia        2007   0.333 
 599 de07h [11]DEB - Rhineland-Palatinate          2007   0.289 
 600 de07h [12]DEC - Saarland                      2007   0.298 
 601 de07h [13]DED - Saxony                        2007   0.289 
 602 de07h [14]DEE - Saxony-Anhalt                 2007   0.293 
 603 de07h [15]DEF - Schleswig-Holstein            2007   0.353 
 604 de07h [16]DEG - Thuringia                     2007   0.308 
 605 de07h [1]DE1 - Baden-Wuerttemberg             2007   0.304 
 606 de07h [2]DE2 - Bavaria                        2007   0.312 
 607 de07h [3]DE3 - Berlin                         2007   0.339 
 608 de07h [4]DE4 - Brandenburg                    2007   0.299 
 609 de07h [5]DE5 - Bremen                         2007   0.276 
 610 de07h [6]DE6 - Hamburg                        2007   0.390 
 611 de07h [7]DE7 - Hesse                          2007   0.326 
 612 de07h [8]DE8 - Mecklenburg-Western Pomerania  2007   0.313 
 613 de07h [9]DE9 - Lower Saxony                   2007   0.339 
 614 de08h [10]DEA - North Rhine-Westphalia        2008   0.336 
 615 de08h [11]DEB - Rhineland-Palatinate          2008   0.287 
 616 de08h [12]DEC - Saarland                      2008   0.295 
 617 de08h [13]DED - Saxony                        2008   0.286 
 618 de08h [14]DEE - Saxony-Anhalt                 2008   0.302 
 619 de08h [15]DEF - Schleswig-Holstein            2008   0.321 
 620 de08h [16]DEG - Thuringia                     2008   0.310 
 621 de08h [1]DE1 - Baden-Wuerttemberg             2008   0.320 
 622 de08h [2]DE2 - Bavaria                        2008   0.314 
 623 de08h [3]DE3 - Berlin                         2008   0.341 
 624 de08h [4]DE4 - Brandenburg                    2008   0.311 
 625 de08h [5]DE5 - Bremen                         2008   0.304 
 626 de08h [6]DE6 - Hamburg                        2008   0.372 
 627 de08h [7]DE7 - Hesse                          2008   0.345 
 628 de08h [8]DE8 - Mecklenburg-Western Pomerania  2008   0.338 
 629 de08h [9]DE9 - Lower Saxony                   2008   0.308 
 630 de09h [10]DEA - North Rhine-Westphalia        2009   0.332 
 631 de09h [11]DEB - Rhineland-Palatinate          2009   0.279 
 632 de09h [12]DEC - Saarland                      2009   0.291 
 633 de09h [13]DED - Saxony                        2009   0.270 
 634 de09h [14]DEE - Saxony-Anhalt                 2009   0.314 
 635 de09h [15]DEF - Schleswig-Holstein            2009   0.298 
 636 de09h [16]DEG - Thuringia                     2009   0.288 
 637 de09h [1]DE1 - Baden-Wuerttemberg             2009   0.289 
 638 de09h [2]DE2 - Bavaria                        2009   0.303 
 639 de09h [3]DE3 - Berlin                         2009   0.336 
 640 de09h [4]DE4 - Brandenburg                    2009   0.302 
 641 de09h [5]DE5 - Bremen                         2009   0.325 
 642 de09h [6]DE6 - Hamburg                        2009   0.381 
 643 de09h [7]DE7 - Hesse                          2009   0.334 
 644 de09h [8]DE8 - Mecklenburg-Western Pomerania  2009   0.327 
 645 de09h [9]DE9 - Lower Saxony                   2009   0.307 
 646 de10h [10]DEA - North Rhine-Westphalia        2010   0.324 
 647 de10h [11]DEB - Rhineland-Palatinate          2010   0.283 
 648 de10h [12]DEC - Saarland                      2010   0.304 
 649 de10h [13]DED - Saxony                        2010   0.276 
 650 de10h [14]DEE - Saxony-Anhalt                 2010   0.336 
 651 de10h [15]DEF - Schleswig-Holstein            2010   0.301 
 652 de10h [16]DEG - Thuringia                     2010   0.294 
 653 de10h [1]DE1 - Baden-Wuerttemberg             2010   0.292 
 654 de10h [2]DE2 - Bavaria                        2010   0.305 
 655 de10h [3]DE3 - Berlin                         2010   0.320 
 656 de10h [4]DE4 - Brandenburg                    2010   0.296 
 657 de10h [5]DE5 - Bremen                         2010   0.325 
 658 de10h [6]DE6 - Hamburg                        2010   0.358 
 659 de10h [7]DE7 - Hesse                          2010   0.333 
 660 de10h [8]DE8 - Mecklenburg-Western Pomerania  2010   0.326 
 661 de10h [9]DE9 - Lower Saxony                   2010   0.285 
 662 de11h [10]DEA - North Rhine-Westphalia        2011   0.320 
 663 de11h [11]DEB - Rhineland-Palatinate          2011   0.301 
 664 de11h [12]DEC - Saarland                      2011   0.296 
 665 de11h [13]DED - Saxony                        2011   0.274 
 666 de11h [14]DEE - Saxony-Anhalt                 2011   0.319 
 667 de11h [15]DEF - Schleswig-Holstein            2011   0.303 
 668 de11h [16]DEG - Thuringia                     2011   0.299 
 669 de11h [1]DE1 - Baden-Wuerttemberg             2011   0.290 
 670 de11h [2]DE2 - Bavaria                        2011   0.301 
 671 de11h [3]DE3 - Berlin                         2011   0.331 
 672 de11h [4]DE4 - Brandenburg                    2011   0.295 
 673 de11h [5]DE5 - Bremen                         2011   0.342 
 674 de11h [6]DE6 - Hamburg                        2011   0.354 
 675 de11h [7]DE7 - Hesse                          2011   0.330 
 676 de11h [8]DE8 - Mecklenburg-Western Pomerania  2011   0.326 
 677 de11h [9]DE9 - Lower Saxony                   2011   0.278 
 678 de12h [10]DEA - North Rhine-Westphalia        2012   0.318 
 679 de12h [11]DEB - Rhineland-Palatinate          2012   0.282 
 680 de12h [12]DEC - Saarland                      2012   0.274 
 681 de12h [13]DED - Saxony                        2012   0.275 
 682 de12h [14]DEE - Saxony-Anhalt                 2012   0.315 
 683 de12h [15]DEF - Schleswig-Holstein            2012   0.303 
 684 de12h [16]DEG - Thuringia                     2012   0.303 
 685 de12h [1]DE1 - Baden-Wuerttemberg             2012   0.287 
 686 de12h [2]DE2 - Bavaria                        2012   0.300 
 687 de12h [3]DE3 - Berlin                         2012   0.323 
 688 de12h [4]DE4 - Brandenburg                    2012   0.286 
 689 de12h [5]DE5 - Bremen                         2012   0.307 
 690 de12h [6]DE6 - Hamburg                        2012   0.331 
 691 de12h [7]DE7 - Hesse                          2012   0.319 
 692 de12h [8]DE8 - Mecklenburg-Western Pomerania  2012   0.311 
 693 de12h [9]DE9 - Lower Saxony                   2012   0.288 
 694 de13h [10]DEA - North Rhine-Westphalia        2013   0.319 
 695 de13h [11]DEB - Rhineland-Palatinate          2013   0.281 
 696 de13h [12]DEC - Saarland                      2013   0.291 
 697 de13h [13]DED - Saxony                        2013   0.279 
 698 de13h [14]DEE - Saxony-Anhalt                 2013   0.304 
 699 de13h [15]DEF - Schleswig-Holstein            2013   0.308 
 700 de13h [16]DEG - Thuringia                     2013   0.302 
 701 de13h [1]DE1 - Baden-Wuerttemberg             2013   0.288 
 702 de13h [2]DE2 - Bavaria                        2013   0.310 
 703 de13h [3]DE3 - Berlin                         2013   0.318 
 704 de13h [4]DE4 - Brandenburg                    2013   0.296 
 705 de13h [5]DE5 - Bremen                         2013   0.310 
 706 de13h [6]DE6 - Hamburg                        2013   0.329 
 707 de13h [7]DE7 - Hesse                          2013   0.316 
 708 de13h [8]DE8 - Mecklenburg-Western Pomerania  2013   0.294 
 709 de13h [9]DE9 - Lower Saxony                   2013   0.278 
 710 de14h [10]DEA - North Rhine-Westphalia        2014   0.320 
 711 de14h [11]DEB - Rhineland-Palatinate          2014   0.276 
 712 de14h [12]DEC - Saarland                      2014   0.293 
 713 de14h [13]DED - Saxony                        2014   0.270 
 714 de14h [14]DEE - Saxony-Anhalt                 2014   0.293 
 715 de14h [15]DEF - Schleswig-Holstein            2014   0.294 
 716 de14h [16]DEG - Thuringia                     2014   0.301 
 717 de14h [1]DE1 - Baden-Wuerttemberg             2014   0.289 
 718 de14h [2]DE2 - Bavaria                        2014   0.303 
 719 de14h [3]DE3 - Berlin                         2014   0.312 
 720 de14h [4]DE4 - Brandenburg                    2014   0.286 
 721 de14h [5]DE5 - Bremen                         2014   0.272 
 722 de14h [6]DE6 - Hamburg                        2014   0.336 
 723 de14h [7]DE7 - Hesse                          2014   0.309 
 724 de14h [8]DE8 - Mecklenburg-Western Pomerania  2014   0.284 
 725 de14h [9]DE9 - Lower Saxony                   2014   0.290 
 726 de15h [10]DEA - North Rhine-Westphalia        2015   0.319 
 727 de15h [11]DEB - Rhineland-Palatinate          2015   0.293 
 728 de15h [12]DEC - Saarland                      2015   0.345 
 729 de15h [13]DED - Saxony                        2015   0.293 
 730 de15h [14]DEE - Saxony-Anhalt                 2015   0.325 
 731 de15h [15]DEF - Schleswig-Holstein            2015   0.299 
 732 de15h [16]DEG - Thuringia                     2015   0.291 
 733 de15h [1]DE1 - Baden-Wuerttemberg             2015   0.290 
 734 de15h [2]DE2 - Bavaria                        2015   0.311 
 735 de15h [3]DE3 - Berlin                         2015   0.328 
 736 de15h [4]DE4 - Brandenburg                    2015   0.291 
 737 de15h [5]DE5 - Bremen                         2015   0.296 
 738 de15h [6]DE6 - Hamburg                        2015   0.332 
 739 de15h [7]DE7 - Hesse                          2015   0.322 
 740 de15h [8]DE8 - Mecklenburg-Western Pomerania  2015   0.290 
 741 de15h [9]DE9 - Lower Saxony                   2015   0.293 
 742 de16h [10]DEA - North Rhine-Westphalia        2016   0.340 
 743 de16h [11]DEB - Rhineland-Palatinate          2016   0.295 
 744 de16h [12]DEC - Saarland                      2016   0.357 
 745 de16h [13]DED - Saxony                        2016   0.298 
 746 de16h [14]DEE - Saxony-Anhalt                 2016   0.309 
 747 de16h [15]DEF - Schleswig-Holstein            2016   0.346 
 748 de16h [16]DEG - Thuringia                     2016   0.298 
 749 de16h [1]DE1 - Baden-Wuerttemberg             2016   0.333 
 750 de16h [2]DE2 - Bavaria                        2016   0.328 
 751 de16h [3]DE3 - Berlin                         2016   0.333 
 752 de16h [4]DE4 - Brandenburg                    2016   0.316 
 753 de16h [5]DE5 - Bremen                         2016   0.281 
 754 de16h [6]DE6 - Hamburg                        2016   0.338 
 755 de16h [7]DE7 - Hesse                          2016   0.349 
 756 de16h [8]DE8 - Mecklenburg-Western Pomerania  2016   0.295 
 757 de16h [9]DE9 - Lower Saxony                   2016   0.313 
 758 de17h [10]DEA - North Rhine-Westphalia        2017   0.350 
 759 de17h [11]DEB - Rhineland-Palatinate          2017   0.318 
 760 de17h [12]DEC - Saarland                      2017   0.293 
 761 de17h [13]DED - Saxony                        2017   0.290 
 762 de17h [14]DEE - Saxony-Anhalt                 2017   0.313 
 763 de17h [15]DEF - Schleswig-Holstein            2017   0.330 
 764 de17h [16]DEG - Thuringia                     2017   0.299 
 765 de17h [1]DE1 - Baden-Wuerttemberg             2017   0.330 
 766 de17h [2]DE2 - Bavaria                        2017   0.346 
 767 de17h [3]DE3 - Berlin                         2017   0.344 
 768 de17h [4]DE4 - Brandenburg                    2017   0.325 
 769 de17h [5]DE5 - Bremen                         2017   0.334 
 770 de17h [6]DE6 - Hamburg                        2017   0.351 
 771 de17h [7]DE7 - Hesse                          2017   0.362 
 772 de17h [8]DE8 - Mecklenburg-Western Pomerania  2017   0.321 
 773 de17h [9]DE9 - Lower Saxony                   2017   0.343 
 774 de18h [10]DEA - North Rhine-Westphalia        2018   0.396 
 775 de18h [11]DEB - Rhineland-Palatinate          2018   0.363 
 776 de18h [12]DEC - Saarland                      2018   0.456 
 777 de18h [13]DED - Saxony                        2018   0.342 
 778 de18h [14]DEE - Saxony-Anhalt                 2018   0.375 
 779 de18h [15]DEF - Schleswig-Holstein            2018   0.367 
 780 de18h [16]DEG - Thuringia                     2018   0.382 
 781 de18h [1]DE1 - Baden-Wuerttemberg             2018   0.373 
 782 de18h [2]DE2 - Bavaria                        2018   0.371 
 783 de18h [3]DE3 - Berlin                         2018   0.397 
 784 de18h [4]DE4 - Brandenburg                    2018   0.371 
 785 de18h [5]DE5 - Bremen                         2018   0.333 
 786 de18h [6]DE6 - Hamburg                        2018   0.431 
 787 de18h [7]DE7 - Hesse                          2018   0.406 
 788 de18h [8]DE8 - Mecklenburg-Western Pomerania  2018   0.384 
 789 de18h [9]DE9 - Lower Saxony                   2018   0.355 
 790 de18h <NA>                                    2018   0.366 
 791 de19h [10]DEA - North Rhine-Westphalia        2019   0.387 
 792 de19h [11]DEB - Rhineland-Palatinate          2019   0.345 
 793 de19h [12]DEC - Saarland                      2019   0.377 
 794 de19h [13]DED - Saxony                        2019   0.332 
 795 de19h [14]DEE - Saxony-Anhalt                 2019   0.382 
 796 de19h [15]DEF - Schleswig-Holstein            2019   0.342 
 797 de19h [16]DEG - Thuringia                     2019   0.362 
 798 de19h [1]DE1 - Baden-Wuerttemberg             2019   0.367 
 799 de19h [2]DE2 - Bavaria                        2019   0.362 
 800 de19h [3]DE3 - Berlin                         2019   0.380 
 801 de19h [4]DE4 - Brandenburg                    2019   0.350 
 802 de19h [5]DE5 - Bremen                         2019   0.382 
 803 de19h [6]DE6 - Hamburg                        2019   0.420 
 804 de19h [7]DE7 - Hesse                          2019   0.404 
 805 de19h [8]DE8 - Mecklenburg-Western Pomerania  2019   0.380 
 806 de19h [9]DE9 - Lower Saxony                   2019   0.348 
 807 de89h [10]DEA - North Rhine-Westphalia        1989   0.275 
 808 de89h [11]DEB - Rhineland-Palatinate          1989   0.262 
 809 de89h [12]DEC - Saarland                      1989   0.321 
 810 de89h [15]DEF - Schleswig-Holstein            1989   0.251 
 811 de89h [1]DE1 - Baden-Wuerttemberg             1989   0.249 
 812 de89h [2]DE2 - Bavaria                        1989   0.261 
 813 de89h [3]DE3 - Berlin                         1989   0.271 
 814 de89h [5]DE5 - Bremen                         1989   0.308 
 815 de89h [6]DE6 - Hamburg                        1989   0.250 
 816 de89h [7]DE7 - Hesse                          1989   0.268 
 817 de89h [9]DE9 - Lower Saxony                   1989   0.267 
 818 de90h [10]DEA - North Rhine-Westphalia        1990   0.278 
 819 de90h [11]DEB - Rhineland-Palatinate          1990   0.253 
 820 de90h [12]DEC - Saarland                      1990   0.228 
 821 de90h [15]DEF - Schleswig-Holstein            1990   0.260 
 822 de90h [1]DE1 - Baden-Wuerttemberg             1990   0.244 
 823 de90h [2]DE2 - Bavaria                        1990   0.248 
 824 de90h [3]DE3 - Berlin                         1990   0.266 
 825 de90h [5]DE5 - Bremen                         1990   0.295 
 826 de90h [6]DE6 - Hamburg                        1990   0.250 
 827 de90h [7]DE7 - Hesse                          1990   0.283 
 828 de90h [9]DE9 - Lower Saxony                   1990   0.278 
 829 de91h [10]DEA - North Rhine-Westphalia        1991   0.263 
 830 de91h [11]DEB - Rhineland-Palatinate          1991   0.246 
 831 de91h [12]DEC - Saarland                      1991   0.249 
 832 de91h [13]DED - Saxony                        1991   0.234 
 833 de91h [14]DEE - Saxony-Anhalt                 1991   0.243 
 834 de91h [15]DEF - Schleswig-Holstein            1991   0.243 
 835 de91h [16]DEG - Thuringia                     1991   0.228 
 836 de91h [1]DE1 - Baden-Wuerttemberg             1991   0.253 
 837 de91h [2]DE2 - Bavaria                        1991   0.257 
 838 de91h [3]DE3 - Berlin                         1991   0.280 
 839 de91h [4]DE4 - Brandenburg                    1991   0.228 
 840 de91h [5]DE5 - Bremen                         1991   0.257 
 841 de91h [6]DE6 - Hamburg                        1991   0.267 
 842 de91h [7]DE7 - Hesse                          1991   0.269 
 843 de91h [8]DE8 - Mecklenburg-Western Pomerania  1991   0.238 
 844 de91h [9]DE9 - Lower Saxony                   1991   0.260 
 845 de91h <NA>                                    1991   0.253 
 846 de92h [10]DEA - North Rhine-Westphalia        1992   0.273 
 847 de92h [11]DEB - Rhineland-Palatinate          1992   0.253 
 848 de92h [12]DEC - Saarland                      1992   0.234 
 849 de92h [13]DED - Saxony                        1992   0.239 
 850 de92h [14]DEE - Saxony-Anhalt                 1992   0.244 
 851 de92h [15]DEF - Schleswig-Holstein            1992   0.256 
 852 de92h [16]DEG - Thuringia                     1992   0.214 
 853 de92h [1]DE1 - Baden-Wuerttemberg             1992   0.260 
 854 de92h [2]DE2 - Bavaria                        1992   0.259 
 855 de92h [3]DE3 - Berlin                         1992   0.248 
 856 de92h [4]DE4 - Brandenburg                    1992   0.228 
 857 de92h [5]DE5 - Bremen                         1992   0.334 
 858 de92h [6]DE6 - Hamburg                        1992   0.239 
 859 de92h [7]DE7 - Hesse                          1992   0.275 
 860 de92h [8]DE8 - Mecklenburg-Western Pomerania  1992   0.255 
 861 de92h [9]DE9 - Lower Saxony                   1992   0.272 
 862 de93h [10]DEA - North Rhine-Westphalia        1993   0.272 
 863 de93h [11]DEB - Rhineland-Palatinate          1993   0.252 
 864 de93h [12]DEC - Saarland                      1993   0.213 
 865 de93h [13]DED - Saxony                        1993   0.231 
 866 de93h [14]DEE - Saxony-Anhalt                 1993   0.260 
 867 de93h [15]DEF - Schleswig-Holstein            1993   0.258 
 868 de93h [16]DEG - Thuringia                     1993   0.240 
 869 de93h [1]DE1 - Baden-Wuerttemberg             1993   0.260 
 870 de93h [2]DE2 - Bavaria                        1993   0.253 
 871 de93h [3]DE3 - Berlin                         1993   0.267 
 872 de93h [4]DE4 - Brandenburg                    1993   0.239 
 873 de93h [5]DE5 - Bremen                         1993   0.243 
 874 de93h [6]DE6 - Hamburg                        1993   0.258 
 875 de93h [7]DE7 - Hesse                          1993   0.268 
 876 de93h [8]DE8 - Mecklenburg-Western Pomerania  1993   0.253 
 877 de93h [9]DE9 - Lower Saxony                   1993   0.268 
 878 de94h [10]DEA - North Rhine-Westphalia        1994   0.283 
 879 de94h [11]DEB - Rhineland-Palatinate          1994   0.258 
 880 de94h [12]DEC - Saarland                      1994   0.270 
 881 de94h [13]DED - Saxony                        1994   0.236 
 882 de94h [14]DEE - Saxony-Anhalt                 1994   0.241 
 883 de94h [15]DEF - Schleswig-Holstein            1994   0.271 
 884 de94h [16]DEG - Thuringia                     1994   0.231 
 885 de94h [1]DE1 - Baden-Wuerttemberg             1994   0.263 
 886 de94h [2]DE2 - Bavaria                        1994   0.268 
 887 de94h [3]DE3 - Berlin                         1994   0.272 
 888 de94h [4]DE4 - Brandenburg                    1994   0.231 
 889 de94h [5]DE5 - Bremen                         1994   0.295 
 890 de94h [6]DE6 - Hamburg                        1994   0.237 
 891 de94h [7]DE7 - Hesse                          1994   0.278 
 892 de94h [8]DE8 - Mecklenburg-Western Pomerania  1994   0.264 
 893 de94h [9]DE9 - Lower Saxony                   1994   0.274 
 894 de95h [10]DEA - North Rhine-Westphalia        1995   0.280 
 895 de95h [11]DEB - Rhineland-Palatinate          1995   0.265 
 896 de95h [12]DEC - Saarland                      1995   0.238 
 897 de95h [13]DED - Saxony                        1995   0.224 
 898 de95h [14]DEE - Saxony-Anhalt                 1995   0.225 
 899 de95h [15]DEF - Schleswig-Holstein            1995   0.277 
 900 de95h [16]DEG - Thuringia                     1995   0.221 
 901 de95h [1]DE1 - Baden-Wuerttemberg             1995   0.252 
 902 de95h [2]DE2 - Bavaria                        1995   0.267 
 903 de95h [3]DE3 - Berlin                         1995   0.292 
 904 de95h [4]DE4 - Brandenburg                    1995   0.246 
 905 de95h [5]DE5 - Bremen                         1995   0.271 
 906 de95h [6]DE6 - Hamburg                        1995   0.269 
 907 de95h [7]DE7 - Hesse                          1995   0.276 
 908 de95h [8]DE8 - Mecklenburg-Western Pomerania  1995   0.260 
 909 de95h [9]DE9 - Lower Saxony                   1995   0.269 
 910 de95h <NA>                                    1995   0     
 911 de96h [10]DEA - North Rhine-Westphalia        1996   0.270 
 912 de96h [11]DEB - Rhineland-Palatinate          1996   0.240 
 913 de96h [12]DEC - Saarland                      1996   0.249 
 914 de96h [13]DED - Saxony                        1996   0.244 
 915 de96h [14]DEE - Saxony-Anhalt                 1996   0.248 
 916 de96h [15]DEF - Schleswig-Holstein            1996   0.272 
 917 de96h [16]DEG - Thuringia                     1996   0.236 
 918 de96h [1]DE1 - Baden-Wuerttemberg             1996   0.253 
 919 de96h [2]DE2 - Bavaria                        1996   0.264 
 920 de96h [3]DE3 - Berlin                         1996   0.266 
 921 de96h [4]DE4 - Brandenburg                    1996   0.239 
 922 de96h [5]DE5 - Bremen                         1996   0.283 
 923 de96h [6]DE6 - Hamburg                        1996   0.249 
 924 de96h [7]DE7 - Hesse                          1996   0.267 
 925 de96h [8]DE8 - Mecklenburg-Western Pomerania  1996   0.284 
 926 de96h [9]DE9 - Lower Saxony                   1996   0.254 
 927 de96h <NA>                                    1996   0     
 928 de97h [10]DEA - North Rhine-Westphalia        1997   0.277 
 929 de97h [11]DEB - Rhineland-Palatinate          1997   0.236 
 930 de97h [12]DEC - Saarland                      1997   0.247 
 931 de97h [13]DED - Saxony                        1997   0.229 
 932 de97h [14]DEE - Saxony-Anhalt                 1997   0.244 
 933 de97h [15]DEF - Schleswig-Holstein            1997   0.269 
 934 de97h [16]DEG - Thuringia                     1997   0.241 
 935 de97h [1]DE1 - Baden-Wuerttemberg             1997   0.256 
 936 de97h [2]DE2 - Bavaria                        1997   0.253 
 937 de97h [3]DE3 - Berlin                         1997   0.275 
 938 de97h [4]DE4 - Brandenburg                    1997   0.238 
 939 de97h [5]DE5 - Bremen                         1997   0.274 
 940 de97h [6]DE6 - Hamburg                        1997   0.269 
 941 de97h [7]DE7 - Hesse                          1997   0.269 
 942 de97h [8]DE8 - Mecklenburg-Western Pomerania  1997   0.281 
 943 de97h [9]DE9 - Lower Saxony                   1997   0.266 
 944 de98h [10]DEA - North Rhine-Westphalia        1998   0.274 
 945 de98h [11]DEB - Rhineland-Palatinate          1998   0.234 
 946 de98h [12]DEC - Saarland                      1998   0.239 
 947 de98h [13]DED - Saxony                        1998   0.227 
 948 de98h [14]DEE - Saxony-Anhalt                 1998   0.234 
 949 de98h [15]DEF - Schleswig-Holstein            1998   0.257 
 950 de98h [16]DEG - Thuringia                     1998   0.254 
 951 de98h [1]DE1 - Baden-Wuerttemberg             1998   0.258 
 952 de98h [2]DE2 - Bavaria                        1998   0.247 
