country_name,region,year,avg_gini,im_ratio,ed_ratio,avg_gini_period,avg_im_period,interp_avg_gini,interp_im_ratio,interp_ed_ratio,interp_unemployment,interp_immig,interp_wage_ratio,avg_ed_period,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote,nuts2,gdp
France,pays de la loire,2017,0.285,1.2,0.637,0.2952499999999999,1.1375,0.285,1.2,0.637,0.415,0.0561,1.06,0.6231666666666666,PS,Socialist Party,Parti socialiste,1478.0,124091.0,2706546.0,1431864.0,1399055.0,FRG0,114320.21
France,pays de la loire,2017,0.285,1.2,0.637,0.2952499999999999,1.1375,0.285,1.2,0.637,0.415,0.0561,1.06,0.6231666666666666,REG,,,2536.0,7913.0,2706546.0,1431864.0,1399055.0,FRG0,114320.21
France,pays de la loire,2017,0.285,1.2,0.637,0.2952499999999999,1.1375,0.285,1.2,0.637,0.415,0.0561,1.06,0.6231666666666666,REM,The Republic Onwards!,La Republique En Marche!,5857.0,400997.0,2706546.0,1431864.0,1399055.0,FRG0,114320.21
France,pays de la loire,2017,0.285,1.2,0.637,0.2952499999999999,1.1375,0.285,1.2,0.637,0.415,0.0561,1.06,0.6231666666666666,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,58424.0,2706546.0,1431864.0,1399055.0,FRG0,114320.21
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,CEN,,,,14559.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,3761.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,FG,Left Front,Front de Gauche,4363.0,57252.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,FN,National Front / National Rally,Front National / Rassemblement national,433.0,141402.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,NCE,New Centre,Nouveau centre,1255.0,49014.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,OTHER,,,,13616.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,2240.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,OTHER LEFT,other left,divers gauche,126.0,39473.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,OTHER RIGHT,other right,divers droite,1776.0,5542.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,27536.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,PRV,Radical [Socialist] Party,Parti radical [socialiste],14.0,2257.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,PS,Socialist Party,Parti socialiste,1478.0,171182.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,UMP,,,1595.0,212179.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2012,0.315,1.11,0.524,0.298,1.152,0.315,1.11,0.524,0.419,0.0726,1.05,0.6142000000000001,VEC,Europe Ecology - The Greens,Europe Ecologie - Les Verts,5650.0,37992.0,1335566.0,790308.0,778005.0,FRE2,46981.12
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,DIV,other,other,1898.0,11414.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,DLF,,,3207.0,12081.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,16929.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,EXD,,,452.0,2472.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,FI,Unbowed France,La France Insoumise,5858.0,65235.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,FN,National Front / National Rally,Front National / Rassemblement national,433.0,136049.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,LR,Union for a Popular Movement,Union pour un mouvement populaire,8168.0,115196.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,MDM,,,,5755.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,OTHER,,,,5557.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,4250.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,OTHER LEFT,other left,divers gauche,126.0,6790.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,OTHER RIGHT,other right,divers droite,1776.0,12485.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,PCF,French Communist Party,Parti communiste francaise,1251.0,23777.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,PS,Socialist Party,Parti socialiste,1478.0,27171.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,REM,The Republic Onwards!,La Republique En Marche!,5857.0,165229.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,picardie,2017,0.291,1.06,0.631,0.2968333333333333,1.1366666666666667,0.291,1.06,0.631,0.41,0.0714,1.05,0.617,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,30358.0,1347196.0,656465.0,640748.0,FRE2,49597.29
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,ALLI,,,1177.0,21123.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,CEN,,,,13812.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,5017.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,FG,Left Front,Front de Gauche,4363.0,98667.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,FN,National Front / National Rally,Front National / Rassemblement national,433.0,152579.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,NCE,New Centre,Nouveau centre,1255.0,2531.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,OTHER,,,,18185.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,6948.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,OTHER LEFT,other left,divers gauche,126.0,44541.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,OTHER RIGHT,other right,divers droite,1776.0,28833.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,71117.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,PRV,Radical [Socialist] Party,Parti radical [socialiste],14.0,48872.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,PS,Socialist Party,Parti socialiste,1478.0,437313.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,REG,,,2536.0,1619.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,UMP,,,1595.0,265710.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2012,0.324,1.07,0.635,0.3217,1.134,0.324,1.07,0.635,0.434,0.102,1.18,0.6271,VEC,Europe Ecology - The Greens,Europe Ecologie - Les Verts,5650.0,66639.0,2096069.0,1307250.0,1283506.0,FRJ2,83600.87
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,DIV,other,other,1898.0,28011.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,DLF,,,3207.0,8740.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,52247.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,FI,Unbowed France,La France Insoumise,5858.0,166168.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,FN,National Front / National Rally,Front National / Rassemblement national,433.0,138405.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,LR,Union for a Popular Movement,Union pour un mouvement populaire,8168.0,142185.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,MDM,,,,19234.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,OTHER,,,,8821.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,OTHER LEFT,other left,divers gauche,126.0,7606.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,OTHER RIGHT,other right,divers droite,1776.0,21440.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,PCF,French Communist Party,Parti communiste francaise,1251.0,26338.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,24995.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,PS,Socialist Party,Parti socialiste,1478.0,125994.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,REG,,,2536.0,345.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,REM,The Republic Onwards!,La Republique En Marche!,5857.0,353355.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,pyrenees,2017,0.319,1.15,0.681,0.32125,1.1366666666666667,0.319,1.15,0.681,0.448,0.116,1.12,0.6360833333333333,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,23681.0,2168575.0,1177181.0,1147565.0,FRJ2,94835.52
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,CEN,,,,11284.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,15909.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,FG,Left Front,Front de Gauche,4363.0,102066.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,FN,National Front / National Rally,Front National / Rassemblement national,433.0,237833.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,NCE,New Centre,Nouveau centre,1255.0,34793.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,OTHER,,,,18862.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,3845.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,OTHER LEFT,other left,divers gauche,126.0,31904.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,OTHER RIGHT,other right,divers droite,1776.0,17852.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,1730.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,PRV,Radical [Socialist] Party,Parti radical [socialiste],14.0,8002.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,PS,Socialist Party,Parti socialiste,1478.0,350169.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,REG,,,2536.0,1730.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,UMP,,,1595.0,264096.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2012,0.333,1.2,0.657,0.3209,1.173,0.333,1.2,0.657,0.499,0.158,1.2,0.631,VEC,Europe Ecology - The Greens,Europe Ecologie - Les Verts,5650.0,51626.0,1914145.0,1169869.0,1151701.0,FRJ1,66272.92
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,DIV,other,other,1898.0,16704.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,DLF,,,3207.0,9842.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,35206.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,FI,Unbowed France,La France Insoumise,5858.0,129926.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,FN,National Front / National Rally,Front National / Rassemblement national,433.0,207071.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,LR,Union for a Popular Movement,Union pour un mouvement populaire,8168.0,120072.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,MDM,,,,27399.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,OTHER,,,,9799.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,OTHER LEFT,other left,divers gauche,126.0,16971.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,OTHER RIGHT,other right,divers droite,1776.0,12716.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,PCF,French Communist Party,Parti communiste francaise,1251.0,32611.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,PS,Socialist Party,Parti socialiste,1478.0,76116.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,REG,,,2536.0,5900.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,REM,The Republic Onwards!,La Republique En Marche!,5857.0,261626.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
France,roussillon,2017,0.306,1.19,0.651,0.3184166666666667,1.1758333333333333,0.306,1.19,0.651,0.487,0.173,1.17,0.6343333333333333,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,9897.0,2017965.0,997175.0,971856.0,FRJ1,72080.16
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,FARE PER FERMARE IL DECLINO,Stop the Decline,Fermare il Declino,2279.0,4452.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,FRATELLI D'ITALIA,Brothers of Italy,Fratelli d'Italia,2280.0,27693.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,FUTURO E LIBERTA',,,1179.0,1775.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,IL POPOLO DELLA LIBERTA',The People of Freedom,Il Popolo della Liberta,365.0,185522.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,INTESA POPOLARE,,,,2695.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,LA DESTRA,,,,3701.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,LEGA NORD,North League,Lega Nord,1221.0,1407.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,MOVIMENTO 5 STELLE,Five Star Movement,Movimento 5 Stelle,2046.0,232542.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,OTHER,,,,29631.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,PARTITO DEMOCRATICO,Democratic Party,Partito Democratico,802.0,175968.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,RIVOLUZIONE CIVILE,Civil Revolution,Rivoluzione Civile,2277.0,25769.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,SCELTA CIVICA CON MONTI PER L'ITALIA,Civic Choice,Scelta Civica,2281.0,49806.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,SINISTRA ECOLOGIA LIBERTA',Left Ecology Freedom,Sinistra Ecologia Liberta,7031.0,23825.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2013,,,,0.3193571428571428,1.0927380952380952,0.287,1.0026666666666666,0.6003333333333333,0.6385000000000001,0.0306,1.2896666666666667,0.5109761904761905,UNIONE DI CENTRO,Union of the Centre,Unione di Centro,201.0,13649.0,1067298.0,810590.0,778435.0,ITF1,31695.39
Italy,abruzzo,2018,,,,0.3261875,1.1480208333333333,0.374,1.535,0.6335,0.638,0.04835,0.906,0.5262916666666666,+EUROPA,,,6155.0,13754.0,1045163.0,786533.0,729239.0,ITF1,32969.03
